Geneid	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-pooled_WT-100ng_2_Aligned.out_cleaned.bam	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-pooled_WT-100ng_1_Aligned.out_cleaned.bam	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-pooled_WT-100ng_3_Aligned.out_cleaned.bam	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-unpooled_WT-100ng_3_Aligned.out_cleaned.bam	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-unpooled_WT-100ng_2_Aligned.out_cleaned.bam	/N/dc2/scratch/rpolicas/stripe_paper/stripe_seq/yeast/results/aligned/S288C-unpooled_WT-100ng_1_Aligned.out_cleaned.bam
YKL167C	33	54	47	44	28	37
YKL166C	48	42	52	66	48	48
YKL165C-A	19	29	21	26	17	14
YKL165C	18	28	40	12	24	23
tE(UUC)K	0	0	0	0	0	0
YKL164C	121	138	118	205	141	170
YKL163W	0	2	4	1	4	1
YKL162C-A	2	2	0	0	1	0
YKL162C	8	11	14	12	10	16
YKL161C	10	18	11	12	8	10
YKL160W	131	196	188	186	157	134
YKL159C	35	52	43	67	69	70
YKL157W	104	119	134	200	167	171
YKL156W	209	272	253	236	239	230
YKL156C-A	0	0	0	0	0	0
YKL155C	31	50	52	31	32	43
YKL154W	36	46	47	37	32	41
tR(UCU)K	0	0	0	0	0	0
YKL153W	0	0	0	1	1	0
YKL152C	463	484	532	355	393	312
YKL151C	63	91	72	72	67	71
YKL150W	99	117	125	141	116	117
YKL149C	59	107	105	109	72	84
YKL148C	63	80	85	90	66	77
YKL147C	0	0	0	1	0	0
YKL146W	45	72	69	66	55	48
YKL145W	244	294	270	250	220	209
YKL145W-A	0	0	0	0	0	0
YKL144C	9	29	28	21	19	26
YKL143W	101	135	164	76	85	84
YKL142W	57	72	58	56	60	68
YKL141W	36	52	41	42	36	41
YKL140W	20	29	34	27	27	23
YKL139W	14	32	26	25	22	24
YKL138C-A	40	48	41	33	30	23
YKL138C	53	71	63	49	51	63
YKL137W	30	36	40	28	21	26
YKL136W	10	17	13	9	11	10
YKL135C	69	108	101	106	79	98
YKL134C	16	30	23	30	17	25
YKL133C	8	12	14	5	12	3
YKL132C	14	24	12	23	17	19
YKL131W	0	0	0	2	0	1
YKL130C	18	23	19	38	20	22
YKL129C	36	53	52	40	39	23
YKL128C	44	55	48	48	42	40
tK(CUU)K	0	1	0	0	0	0
YKL127W	44	50	60	65	49	55
YKL126W	290	402	400	404	251	288
YKL125W	46	63	68	63	70	57
YKL124W	23	33	31	18	22	19
YKL123W	1	0	0	0	0	0
YKL122C	346	411	341	369	315	309
YKL121W	25	35	30	66	31	46
YKL120W	105	171	163	239	191	214
YKL119C	16	33	33	34	32	25
YKL118W	0	1	1	3	1	1
tA(AGC)K1	0	0	0	0	0	0
YKL117W	223	341	335	157	175	172
YKL116C	27	49	38	59	37	47
YKL115C	2	1	2	1	2	0
YKL114C	34	48	56	35	26	31
YKL113C	81	110	144	119	88	109
YKL112W	17	18	23	26	15	14
YKL111C	0	0	0	0	0	0
YKL110C	103	142	125	164	165	144
YKL109W	70	82	121	81	62	83
YKL108W	18	29	27	48	35	32
YKL107W	0	2	0	1	1	0
YKL106C-A	0	0	0	0	0	0
YKL106W	9	11	10	12	13	16
YKL105C	19	47	31	26	27	23
YKL104C	77	99	103	58	51	48
YKL103C	78	99	91	68	69	74
YKL102C	3	4	2	3	2	3
YKL101W	41	52	86	25	24	22
YKL100C	93	114	112	112	68	93
YKL100W-A	0	0	0	0	0	0
YKL099C	73	86	84	100	103	90
YKL098W	100	153	139	151	97	139
YKL097C	0	0	0	0	0	0
YKL096C-B	0	6	0	0	0	0
YKL096W-A	195	247	235	230	206	197
YKL096W	15	22	31	16	32	24
YKL095W	60	112	112	72	56	61
YKL094W	52	70	78	58	62	55
YKL093W	11	17	15	18	15	12
YKL092C	21	35	47	18	14	14
YKL091C	96	141	116	118	87	90
YKL090W	10	17	17	19	21	27
YKL089W	20	27	26	30	22	14
YKL088W	76	85	108	58	39	41
YKL087C	40	53	45	55	43	44
YKL086W	6	13	10	13	14	14
YKL085W	97	183	186	141	102	129
YKL084W	21	30	22	27	30	27
YKL083W	0	3	0	0	1	0
YKL082C	515	525	638	484	409	395
YKL081W	200	273	266	178	152	152
snR38	1	1	0	0	0	1
YKL080W	136	165	163	191	135	165
YKL079W	68	63	70	48	62	43
YKL078W	19	27	22	14	14	16
YKL077W	43	53	53	50	50	55
YKL076C	0	1	0	0	0	1
YKL075C	68	81	72	25	26	23
YKL074C	142	162	183	161	137	126
YKL073W	46	69	95	65	58	69
YKL072W	16	13	9	23	18	17
tW(CCA)K	1	0	0	0	0	0
YKL071W	3	4	6	9	5	3
YKL070W	0	1	1	1	0	0
YKL069W	7	12	12	21	21	15
tV(AAC)K1	0	0	1	0	0	0
YKL068W-A	20	22	23	15	12	12
YKL068W	23	35	37	26	42	32
tH(GUG)K	0	0	0	0	0	0
YKL067W	141	168	162	177	136	127
YKL066W	16	22	24	17	18	11
YKL065W-A	7	18	11	23	17	16
YKL065C	66	135	96	97	90	84
YKL064W	129	188	224	148	106	133
YKL063C	31	41	33	44	41	29
YKL062W	97	137	124	135	83	109
YKL061W	165	224	203	200	121	171
YKL060C	511	658	682	555	549	478
YKL059C	87	104	115	106	84	94
YKL058W	21	36	25	26	32	27
YKL057C	50	63	72	85	75	72
YKL056C	226	243	260	221	250	220
YKL055C	12	3	7	11	13	12
YKL054C	259	348	413	227	186	186
YKL053C-A	19	19	22	19	20	17
YKL053W	4	2	4	7	7	8
YKL052C	53	107	99	79	78	84
YKL051W	37	29	40	34	42	52
YKL050C	3	5	7	3	1	2
YKL049C	84	116	100	65	69	59
YKL048C	13	12	7	16	11	6
YKL047W	17	16	22	17	20	14
YKL046C	14	21	21	4	13	7
YKL045W	35	44	38	32	36	33
YKL044W	36	39	30	41	41	46
YKL043W	54	59	69	93	80	86
YKL042W	23	35	31	32	29	33
YKL041W	52	64	78	79	63	59
YKL040C	63	100	85	66	69	69
YKL039W	134	232	233	147	103	100
snR69	6	5	9	1	3	1
YKL038W	28	28	29	34	24	16
YKL037W	9	6	3	8	6	8
YKL036C	5	9	9	5	10	7
YKL035W	156	243	250	150	150	142
YKL034W	54	78	80	95	60	66
YKL033W-A	81	145	118	111	87	95
YKL033W	46	64	68	39	40	45
tV(AAC)K2	1	2	2	1	0	2
YKL032C	108	124	135	243	193	201
YKL031W	2	5	2	2	6	2
YKL030W	0	0	0	0	2	0
YKL029C	203	211	258	257	226	171
YKL028W	49	72	78	44	33	25
YKL027W	42	59	50	33	41	21
YKL026C	17	34	21	18	21	19
YKL025C	33	44	39	50	49	77
YKL024C	24	33	21	20	28	22
YKL023C-A	20	28	24	14	19	16
YKL023W	156	228	234	222	179	187
YKL022C	50	84	89	53	41	47
YKL021C	57	74	82	60	67	50
YKL020C	52	67	60	73	43	56
YKL019W	29	33	28	20	28	12
YKL018C-A	168	165	170	106	99	92
YKL018W	13	24	22	35	22	29
YKL017C	16	24	21	22	17	26
YKL016C	90	153	105	78	73	77
YKL015W	24	35	47	36	28	28
YKL014C	56	63	99	64	49	49
YKL013C	139	185	186	183	152	152
YKL012W	112	126	131	130	99	106
YKL011C	34	51	44	29	28	17
YKL010C	204	291	282	285	215	238
YKL009W	343	488	449	280	257	257
YKL008C	28	50	54	33	42	33
YKL007W	112	144	125	144	97	100
YKL006C-A	50	73	63	60	59	51
snR87	0	2	2	0	0	0
YKL006W	238	305	261	246	274	212
YKL005C	119	161	145	109	84	114
YKL004W	10	9	10	21	14	19
YKL003C	161	297	243	264	209	238
YKL002W	96	137	126	90	87	74
YKL001C	20	33	19	14	19	22
YKR001C	187	285	305	247	212	221
YKR002W	60	84	85	58	50	46
YKR003W	34	58	51	54	51	51
YKR004C	21	17	18	13	16	18
YKR005C	8	12	5	6	2	2
YKR006C	248	366	334	210	158	164
YKR007W	64	83	61	68	52	59
YKR008W	74	84	90	224	84	59
YKR009C	9	24	23	17	18	12
tL(CAA)K	0	0	0	0	0	0
YKR010C	8	11	9	14	12	8
YKR011C	34	31	32	42	38	30
YKR012C	0	1	0	2	1	0
YKR013W	105	93	90	167	149	188
YKR014C	87	133	125	95	75	82
YKR015C	0	2	6	1	0	1
YKR016W	69	76	85	96	76	84
YKR017C	31	52	42	30	30	29
YKR018C	130	220	131	86	88	85
YKR019C	37	43	45	31	26	20
YKR020W	112	169	171	126	89	76
YKR021W	31	26	29	33	23	31
YKR022C	39	51	31	26	31	21
YKR023W	104	153	150	151	104	118
YKR024C	30	45	45	34	32	19
YKR025W	180	250	229	143	141	102
YKR026C	76	97	94	84	60	79
tR(ACG)K	0	1	0	0	0	0
YKR027W	19	30	19	17	17	8
YKR028W	111	162	205	72	87	87
YKR029C	45	77	79	87	48	49
YKR030W	51	67	53	58	46	47
YKR031C	85	124	133	85	79	81
YKR032W	0	0	0	0	0	1
YKR033C	2	4	1	2	4	0
YKR034W	3	1	1	2	3	5
YKR035C	0	0	0	0	0	0
YKR035W-A	89	98	94	91	72	90
YKR036C	20	13	29	18	21	24
YKR037C	16	22	21	11	12	12
YKR038C	71	80	90	53	55	46
tD(GUC)K	0	1	0	0	0	0
YKR039W	10	5	6	7	4	3
tA(AGC)K2	0	0	0	0	0	0
YKR040C	1	2	1	2	0	0
YKR041W	12	24	17	31	17	14
YKR042W	92	79	127	117	103	103
YKR043C	118	155	160	133	129	102
YKR044W	30	53	29	56	43	43
YKR045C	11	15	14	28	20	22
YKR046C	6	8	6	8	4	7
YKR047W	0	0	0	0	0	1
YKR048C	130	147	153	143	153	116
YKR049C	19	28	28	51	41	37
YKR050W	15	35	40	13	5	15
YKR051W	15	25	12	12	12	13
YKR052C	13	23	23	14	26	23
YKR053C	7	11	9	9	7	7
YKR054C	84	93	122	70	71	66
YKR055W	17	14	16	23	15	16
YKR056W	32	46	62	38	47	24
YKR057W	169	194	158	146	153	102
YKR058W	58	85	77	73	47	52
YKR059W	61	72	102	75	70	59
YKR060W	64	84	67	77	62	58
YKR061W	23	30	33	27	32	22
snR42	12	23	22	18	16	12
YKR062W	67	99	94	73	58	44
YKR063C	34	30	33	23	19	9
YKR064W	76	83	89	61	52	61
YKR065C	17	30	22	21	25	20
YKR066C	92	145	132	101	74	81
YKR067W	41	57	58	29	25	31
YKR068C	62	85	92	60	58	44
YKR069W	15	26	28	16	20	19
YKR070W	11	22	17	10	21	20
YKR071C	96	120	131	110	111	86
YKR072C	109	130	182	101	58	92
YKR073C	11	20	8	3	4	1
tK(UUU)K	3	3	2	1	0	1
YKR074W	21	23	27	42	27	24
YKR075C	206	233	229	217	193	233
YKR075W-A	2	5	2	4	6	12
YKR076W	32	29	38	30	31	23
YKR077W	10	10	23	33	31	26
YKR078W	47	58	49	54	29	40
YKR079C	16	34	38	26	11	12
YKR080W	77	116	97	62	66	41
YKR081C	76	127	118	80	65	83
YKR082W	39	53	72	48	37	42
YKR083C	74	133	86	109	82	84
YKR084C	61	70	74	70	40	32
YKR085C	82	117	103	97	61	73
YKR086W	30	42	57	27	22	19
YKR087C	43	46	40	54	34	38
YKR088C	48	68	59	38	52	32
YKR089C	168	214	206	182	153	145
YKR090W	23	37	41	38	24	34
YKR091W	87	112	103	131	110	156
YKR092C	37	47	54	29	30	24
YKR093W	32	43	44	26	31	33
YKR094C	155	218	217	185	161	163
YKR095W	168	200	248	116	121	105
YKR095W-A	32	51	33	40	39	30
YKR096W	30	48	43	49	42	37
YKR097W	4	4	10	8	5	5
YKR098C	47	70	68	60	68	62
YKR099W	39	70	71	72	48	46
YKR100C	47	72	67	45	37	34
YKR101W	13	32	24	29	18	18
YKR102W	1	1	2	1	0	0
YKR103W	3	1	5	4	1	1
YKR104W	0	0	0	0	0	0
YKR105C	0	0	0	0	0	0
YKR106W	1	3	3	5	7	6
YEL077C	2	10	11	2	1	3
YEL077W-A	0	0	0	0	0	0
YEL076C-A	0	0	0	0	0	0
YEL076C	0	0	0	0	0	0
YEL075W-A	0	0	0	0	0	1
YEL075C	1	0	0	0	0	0
YEL074W	0	0	1	1	1	1
YEL073C	4	4	5	2	5	4
YEL072W	4	6	7	4	6	6
YEL071W	60	83	79	62	80	85
YEL070W	1	1	1	4	4	1
YEL069C	0	0	0	0	0	0
YEL068C	20	21	17	22	22	19
YEL067C	5	13	8	7	11	6
YEL066W	8	4	8	5	9	6
YEL065W	58	70	69	88	90	78
YEL064C	0	6	2	2	3	1
YEL063C	120	178	169	152	111	139
YEL062W	19	17	21	35	26	26
YEL061C	40	67	66	51	34	38
YEL060C	245	316	297	239	211	182
YEL059C-A	23	28	32	39	32	28
YEL059W	0	1	1	2	1	3
YEL058W	44	54	63	52	54	37
YEL057C	11	13	13	13	19	18
YEL056W	29	36	47	32	26	51
YEL055C	145	177	191	164	130	112
snR80	0	0	0	0	1	0
YEL054C	161	201	185	216	203	163
YEL053W-A	0	0	0	0	0	0
YEL053C	34	45	42	38	31	31
YEL052W	23	52	37	19	28	28
YEL051W	186	311	277	163	168	152
YEL050W-A	1	0	0	0	1	0
YEL050C	82	97	93	97	81	82
snR67	3	1	6	10	10	8
snR53	0	0	0	0	0	0
tG(GCC)E	0	0	0	0	0	0
YEL049W	0	0	0	5	0	1
YEL048C	6	6	4	5	6	7
YEL047C	18	22	15	15	14	16
YEL046C	42	60	60	53	53	34
YEL045C	25	22	14	19	11	7
YEL044W	51	63	54	82	73	56
YEL043W	20	25	25	31	28	28
YEL042W	27	34	39	49	37	33
YEL041W	24	27	21	24	16	9
YEL040W	43	58	48	35	38	26
YEL039C	117	163	136	134	134	140
YEL038W	57	102	87	64	59	47
YEL037C	115	144	166	211	154	163
YEL036C	52	55	71	47	54	53
YEL035C	0	0	1	0	0	5
YEL034C-A	0	1	1	1	0	1
YEL034W	65	87	87	114	74	84
YEL033W	18	21	14	12	20	23
tS(AGA)E	0	1	0	0	0	1
YEL032W	28	33	34	36	16	22
YEL032C-A	0	0	0	0	0	0
YEL031W	167	216	283	215	153	177
YEL030C-A	0	0	0	1	0	0
YEL030W	38	59	49	37	37	33
YEL029C	19	25	28	19	21	12
YEL028W	1	2	1	2	2	1
tM(CAU)E	0	0	0	0	0	0
YEL027W	98	142	134	132	130	138
YEL026W	107	147	108	126	115	111
YEL025C	15	14	28	6	11	5
YEL024W	23	34	28	41	34	29
YEL023C	4	6	9	1	4	3
YEL022W	82	105	145	74	41	72
YEL021W	0	0	0	0	0	0
YEL020C-B	3	4	4	3	4	5
YEL020W-A	17	20	12	14	17	17
RPR1	46	48	50	24	38	20
YEL020C	5	8	13	7	13	12
YEL019C	21	18	16	29	21	21
YEL018C-A	0	2	0	0	0	0
YEL018W	52	67	65	46	43	38
YEL017C-A	78	82	90	100	114	84
YEL017W	19	22	19	23	20	24
YEL016C	28	32	42	36	27	33
YEL015W	143	169	217	176	128	181
YEL014C	2	0	3	7	2	3
YEL013W	38	64	86	47	49	56
tQ(UUG)E2	2	3	0	0	0	1
YEL012W	79	131	121	83	91	120
YEL011W	307	396	479	282	225	240
tK(CUU)E1	0	2	0	0	1	1
YEL010W	1	2	1	1	0	0
YEL009C-A	19	30	38	19	15	28
tR(UCU)E	0	0	0	0	0	0
YEL009C	29	25	41	23	30	31
YEL008W	5	6	5	9	7	16
YEL008C-A	7	5	9	16	13	12
YEL007W	24	36	40	17	28	19
YEL006W	19	21	34	18	20	16
YEL005C	9	13	19	8	9	13
YEL004W	12	14	16	10	9	14
YEL003W	43	59	43	21	28	28
YEL002C	79	105	91	100	76	65
YEL001C	78	115	94	93	79	105
YER001W	47	77	78	58	48	41
YER002W	268	391	349	295	271	284
YER003C	72	68	90	104	92	94
YER004W	34	45	47	41	38	38
YER005W	14	20	23	15	19	18
YER006W	319	387	391	302	268	242
YER006C-A	0	0	0	0	2	2
YER007W	3	5	4	2	5	0
YER007C-A	40	54	42	28	44	35
snR14	21	18	17	17	16	10
YER008C	78	72	115	41	49	50
YER009W	77	92	86	107	99	88
YER010C	10	6	11	11	9	17
YER011W	28	25	34	40	38	46
tE(UUC)E1	0	0	1	0	0	0
YER012W	116	235	143	124	104	92
YER013W	43	60	72	47	37	42
YER014W	22	34	34	23	31	27
YER014C-A	0	0	0	0	0	0
YER015W	7	12	14	13	15	12
YER016W	51	91	96	56	63	47
YER017C	39	38	41	41	35	25
YER018C	10	15	9	12	14	13
YER019W	44	60	64	59	59	48
YER019C-A	77	99	70	67	45	46
YER020W	162	226	186	227	149	167
YER021W	79	119	135	76	81	70
YER022W	20	22	22	15	11	14
YER023W	18	23	39	16	17	3
YER023C-A	0	0	0	0	0	0
YER024W	23	44	58	30	27	27
YER025W	252	293	317	215	223	180
tH(GUG)E1	0	1	0	0	0	0
YER026C	255	466	425	412	249	333
YER027C	162	245	271	197	172	175
YER028C	63	100	91	68	42	53
YER029C	126	175	145	119	123	124
YER030W	848	998	949	1000	768	776
YER031C	26	40	35	32	48	44
YER032W	37	57	49	54	46	42
YER033C	26	29	34	37	35	39
YER034W	47	53	47	44	32	24
YER035W	117	168	128	132	128	153
YER036C	143	177	201	136	138	116
YER037W	28	85	58	35	33	33
YER038C	22	32	39	28	23	36
YER038W-A	8	9	7	20	14	12
YER039C	0	0	3	1	2	0
YER039C-A	3	3	5	3	0	0
YER040W	33	27	36	46	34	38
YER041W	36	44	49	62	43	47
YER042W	23	27	32	37	39	35
YER043C	107	146	134	115	117	114
YER044C	30	33	22	26	31	22
YER044C-A	10	11	7	12	9	12
YER045C	4	8	11	15	18	14
YER046W	1	8	3	4	6	4
YER046W-A	0	1	0	1	0	0
YER047C	78	121	116	99	73	86
YER048C	167	255	240	163	131	129
tQ(UUG)E1	0	0	0	0	0	0
YER048W-A	59	53	41	53	55	57
YER049W	66	79	95	69	65	58
YER050C	51	69	72	64	58	66
YER051W	24	42	44	20	21	16
YER052C	50	41	33	52	32	40
YER053C	67	105	87	85	80	74
YER053C-A	22	22	22	27	18	26
YER054C	74	155	157	170	86	122
YER055C	116	177	176	166	170	172
YER056C	88	117	124	77	73	75
YER056C-A	319	392	313	365	344	306
YER057C	125	159	138	140	123	125
YER058W	39	55	53	26	28	31
YER059W	51	87	65	75	69	72
YER060W	7	11	12	13	13	10
YER060W-A	1	0	3	1	1	0
YER061C	31	36	43	41	33	28
YER062C	20	25	29	32	25	25
YER063W	48	59	60	68	64	69
YER064C	43	81	68	50	51	55
YER065C	60	66	73	72	62	75
tS(UGA)E	0	0	0	0	0	0
YER066W	1	1	0	0	1	0
YER066C-A	2	3	1	4	1	4
YER067W	476	830	652	704	499	538
YER067C-A	0	1	1	1	0	1
YER068W	48	63	70	56	43	45
YER068C-A	0	0	0	0	0	0
YER069W	303	541	573	359	218	245
YER070W	63	75	96	106	77	90
YER071C	16	23	22	8	10	22
YER072W	70	108	88	138	91	82
YER073W	134	198	187	128	106	114
YER074W	165	214	216	183	162	117
YER074W-A	38	43	42	33	35	38
YER075C	10	18	20	20	15	15
tA(UGC)E	0	1	0	1	1	3
YER076C	4	5	3	7	5	2
YER076W-A	1	6	3	2	4	2
YER077C	43	60	60	60	47	50
YER078C	10	19	18	22	16	13
YER078W-A	0	1	0	0	0	0
YER079W	62	60	54	61	51	55
YER079C-A	0	0	0	0	0	0
YER080W	68	96	109	77	70	65
SRG1	84	114	107	95	88	89
YER081W	7	9	17	5	4	12
YER082C	100	99	100	80	81	80
YER083C	56	80	66	113	81	95
YER084W	0	0	3	2	2	5
YER084W-A	0	0	0	0	0	0
YER085C	2	5	5	9	3	9
YER086W	47	63	57	70	56	62
YER087W	14	29	23	17	10	15
YER087C-A	0	1	1	0	3	2
YER087C-B	45	72	61	90	62	65
YER088C	99	99	107	130	135	129
YER088C-A	24	21	40	18	15	19
YER088W-B	1	1	1	1	1	1
YER089C	92	129	142	103	81	108
YER090W	40	54	51	27	43	31
YER090C-A	0	0	0	0	0	0
YER091C	73	83	103	54	50	40
YER091C-A	1	0	1	1	0	2
YER092W	53	65	59	74	71	54
YER093C	53	66	51	114	63	65
YER093C-A	15	21	22	28	22	15
YER094C	50	70	88	67	74	49
YER095W	150	215	206	135	115	119
YER096W	2	2	4	4	4	2
tE(UUC)E2	0	0	0	0	1	0
YER097W	14	32	25	13	21	25
YER098W	16	31	27	12	13	20
YER099C	25	34	26	21	22	16
YER100W	75	96	85	94	93	91
YER101C	24	32	30	41	33	31
YER102W	595	688	671	633	585	534
YER103W	87	138	168	132	104	90
YER104W	28	47	33	38	25	36
YER105C	60	81	87	69	67	56
YER106W	0	3	1	1	3	0
YER107C	12	14	12	17	11	18
YER107W-A	0	0	0	0	0	0
YER110C	107	131	183	97	77	80
YER111C	15	19	17	19	5	13
YER112W	86	141	103	118	99	112
YER113C	22	36	23	28	19	23
YER114C	49	67	81	51	41	48
YER115C	7	8	14	9	10	7
YER116C	30	55	53	35	37	30
YER117W	207	298	222	230	272	201
YER118C	32	55	77	28	21	18
YER119C	8	16	20	19	27	16
YER119C-A	0	2	3	1	1	3
YER120W	265	282	275	277	272	295
YER121W	34	59	53	64	48	43
YER122C	95	133	182	116	85	111
YER123W	48	67	66	64	45	65
YER124C	153	201	168	198	210	196
YER125W	125	190	280	121	62	103
YER126C	217	340	303	226	189	164
YER127W	35	56	55	36	33	35
YER128W	16	16	9	17	8	16
YER129W	35	41	57	28	21	31
YER130C	50	80	81	59	64	50
YER131W	768	1033	968	878	732	976
snR4	15	10	25	3	8	1
YER132C	26	27	38	33	18	20
snR52	0	0	0	0	0	0
YER133W	241	323	297	202	255	218
tH(GUG)E2	0	0	0	0	0	0
tK(CUU)E2	0	0	0	0	0	0
YER133W-A	0	0	0	0	0	0
YER134C	53	65	64	63	65	63
YER135C	0	2	0	1	0	0
tV(AAC)E1	0	0	0	0	0	0
YER136W	50	100	93	76	75	42
YER137C	38	47	37	62	54	31
YER137W-A	1	1	0	0	1	0
SCR1	183	243	292	146	162	105
tI(AAU)E1	0	0	0	0	1	0
YER138C	7	14	27	8	3	8
YER137C-A	0	0	0	0	0	0
YER138W-A	22	38	23	30	26	18
YER139C	17	18	23	18	22	23
YER140W	29	49	41	31	25	15
YER141W	72	93	104	79	62	73
YER142C	28	46	44	32	34	26
YER143W	68	81	79	78	74	85
YER144C	90	88	105	98	83	94
YER145C	272	401	496	232	204	179
YER145C-A	0	2	1	0	1	2
YER146W	83	110	106	114	98	83
YER147C	20	30	19	20	24	25
YER147C-A	0	0	0	0	0	0
YER148W	111	146	162	244	135	139
YER148W-A	1	0	1	0	0	0
YER149C	31	30	35	45	35	46
YER150W	172	203	175	238	209	212
tV(AAC)E2	0	0	0	0	0	0
YER151C	83	76	108	116	95	115
YER152C	25	22	24	26	35	13
YER152W-A	0	0	0	1	1	2
YER153C	20	22	25	40	34	32
YER154W	34	28	34	23	33	25
YER155C	124	156	188	234	152	135
YER156C	31	35	29	32	29	25
YER157W	19	24	27	19	23	28
tE(UUC)E3	0	0	0	0	0	0
YER158C	22	13	29	57	36	53
YER158W-A	0	0	3	2	5	2
YER159C	308	328	346	355	303	316
tR(ACG)E	0	0	0	0	0	0
YER160C	1	0	0	0	0	0
YER159C-A	0	0	0	0	0	0
YER161C	115	164	157	117	104	114
YER162C	44	48	50	46	36	35
YER163C	37	38	41	40	33	32
YER164W	169	272	307	203	135	155
YER165W	221	242	275	247	213	193
YER165C-A	0	0	0	0	0	0
YER166W	131	124	159	149	114	107
YER167W	12	17	36	23	25	24
YER168C	19	19	20	29	24	18
YER169W	27	29	48	34	31	32
YER170W	28	31	29	24	17	17
YER171W	55	80	94	67	50	63
YER172C	90	125	199	86	59	75
YER172C-A	0	0	0	0	0	0
YER173W	9	17	14	23	13	22
YER174C	13	24	29	33	27	25
YER175C	44	56	51	42	47	48
YER175W-A	6	7	12	15	11	7
YER176W	139	149	162	144	140	144
YER177W	378	519	464	389	381	368
YER178W	63	70	81	59	62	68
YER179W	0	4	1	3	4	4
YER180C	0	1	4	1	1	0
YER180C-A	18	32	14	9	8	11
tI(AAU)E2	1	0	0	0	0	0
YER181C	0	0	1	0	0	1
YER182W	26	36	32	49	41	54
YER183C	26	37	40	12	21	17
YER184C	12	23	18	14	16	21
YER185W	8	6	7	14	9	11
YER186C	10	38	29	23	19	16
YER187W	0	0	0	0	0	0
YER188W	0	1	2	4	2	0
YER188C-A	0	0	0	0	0	0
YER189W	1	1	0	0	0	1
YER190W	4	2	2	3	0	3
YER190C-A	0	0	0	0	0	0
YER190C-B	0	0	0	0	0	0
YHL050C	7	10	7	6	2	3
YHL050W-A	0	0	0	0	0	0
YHL049C	2	3	3	5	0	1
YHL048C-A	0	0	1	0	0	1
YHL048W	83	97	81	100	57	79
YHL047C	30	27	34	27	31	26
YHL046W-A	0	0	0	0	0	0
YHL046C	0	0	0	3	1	0
YHL045W	0	0	1	1	0	0
YHL044W	7	2	4	6	1	3
YHL043W	0	0	0	0	0	1
YHL042W	3	6	11	4	4	3
YHL041W	0	0	0	1	0	0
YHL040C	11	13	18	19	14	6
YHL039W	13	17	23	17	16	12
YHL038C	72	101	114	108	73	99
YHL037C	2	5	0	1	1	0
YHL036W	40	57	56	42	27	25
YHL035C	54	65	81	41	39	38
YHL034W-A	2	2	0	1	0	3
YHL034C	321	411	388	377	260	271
YHL033C	208	281	252	173	175	155
YHL032C	22	54	33	40	32	30
YHL031C	179	275	276	298	194	233
YHL030W-A	0	3	4	3	2	1
YHL030W	40	38	54	43	41	31
YHL029C	37	59	54	69	52	46
YHL028W	11	9	17	11	10	15
YHL027W	99	138	138	102	79	74
YHL026C	6	9	8	5	8	8
YHL025W	66	70	78	58	55	55
YHL024W	7	8	8	3	8	9
YHL023C	38	32	41	30	20	18
tH(GUG)H	0	0	0	0	0	1
YHL022C	2	1	3	2	2	0
YHL021C	145	185	195	145	148	148
YHL020C	33	55	48	39	32	35
YHL019W-A	0	1	0	1	0	0
YHL019C	67	94	79	54	46	66
YHL018W	1	3	2	2	2	0
YHL017W	17	34	19	23	17	25
YHL016C	4	7	11	4	4	3
YHL015W-A	7	4	4	5	7	9
YHL015W	563	660	583	552	580	525
YHL014C	16	31	22	28	24	11
YHL013C	77	114	88	57	77	56
YHL012W	2	0	3	0	1	1
YHL011C	70	103	94	73	73	59
YHL010C	62	109	99	56	40	52
YHL009C	19	36	31	34	35	21
tV(AAC)H	0	0	0	0	0	0
YHL009W-B	1	0	1	0	1	0
YHL009W-A	0	0	0	0	0	0
YHL008C	38	50	66	39	35	43
YHL007C	115	119	130	166	139	145
YHL006W-A	0	0	0	0	0	0
YHL006C	13	12	9	14	15	18
YHL005C	0	3	2	1	2	0
YHL004W	26	29	32	75	33	40
YHL003C	7	16	15	9	9	6
YHL002C-A	0	0	0	0	0	1
YHL002W	70	90	81	54	55	59
YHL001W	145	167	120	171	146	125
YHR001W	30	42	52	55	25	41
YHR001W-A	104	132	127	128	112	117
YHR002W	39	41	40	23	36	37
YHR003C	82	90	105	77	83	76
YHR004C	45	58	52	69	44	55
YHR005C	46	49	55	43	33	45
YHR005C-A	63	74	80	83	71	71
tT(AGU)H	0	0	0	0	0	0
YHR006W	29	43	47	44	26	38
YHR007C	75	103	92	71	79	63
YHR007C-A	1	1	5	0	1	3
YHR008C	85	124	123	90	83	87
YHR009C	20	27	32	34	19	28
YHR010W	220	253	261	268	260	227
YHR011W	22	30	18	37	41	39
YHR012W	40	60	58	55	37	33
YHR013C	53	75	64	53	42	58
YHR014W	1	0	0	0	0	0
tS(AGA)H	0	0	0	0	0	0
tQ(UUG)H	0	0	0	0	0	1
YHR015W	4	12	2	5	7	9
YHR016C	22	33	36	25	25	22
